job,marital,education,default,housing,loan,contact,day,month,poutcome,hubo_contacto_?,age,balance_log,campaign_log,pdays_dias_transcurridos_log,previous_log,get_account_?
blue-collar,single,primary,no,no,no,no_aporto_esta_informacion,5,jun,no_aporto_esta_informacion,no,48,8.197263371414335,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,30,mar,no_aporto_esta_informacion,no,36,9.444542550647126,2.19722457733622,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,57,8.106212902619962,1.6094379124341005,0.0,0.0,no
admin.,married,secondary,no,yes,yes,cellular,15,may,failure,yes,45,10.460385364404502,1.0986122886681098,5.8664680569332965,1.0986122886681098,no
self-employed,single,tertiary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,33,8.124446855715847,1.3862943611198906,0.0,0.0,yes
technician,single,secondary,no,no,no,cellular,29,aug,no_aporto_esta_informacion,no,38,8.15708378502887,1.6094379124341005,0.0,0.0,no
services,single,secondary,yes,yes,no,cellular,15,may,no_aporto_esta_informacion,no,26,8.056109659545061,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,yes,cellular,31,jul,no_aporto_esta_informacion,no,30,9.86110183603969,2.8903717578961645,0.0,0.0,no
services,divorced,tertiary,no,yes,no,telephone,19,nov,no_aporto_esta_informacion,no,55,8.575084669832014,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,34,8.200013648175434,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,no,yes,cellular,30,jan,otro_resultado,yes,60,8.67709870892586,1.0986122886681098,1.0986122886681098,1.6094379124341005,no
management,single,tertiary,no,no,no,cellular,18,aug,no_aporto_esta_informacion,no,36,8.433376705323127,1.791759469228055,0.0,0.0,no
housemaid,married,primary,no,yes,no,cellular,4,sep,no_aporto_esta_informacion,no,65,8.611411866655219,2.079441541679836,0.0,0.0,no
self-employed,married,tertiary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,39,8.380685946761574,0.6931471805599453,0.0,0.0,yes
blue-collar,married,primary,no,no,no,cellular,13,aug,no_aporto_esta_informacion,no,52,8.11701408773731,1.0986122886681098,0.0,0.0,no
technician,married,secondary,yes,no,no,cellular,2,feb,no_aporto_esta_informacion,no,55,8.008698182988528,0.6931471805599453,0.0,0.0,yes
management,single,tertiary,no,no,no,cellular,19,oct,no_aporto_esta_informacion,no,26,8.410053315858335,0.6931471805599453,0.0,0.0,no
self-employed,married,primary,no,yes,no,cellular,13,may,otro_resultado,yes,40,8.592671652592143,0.6931471805599453,5.159055299214529,3.218875824868201,no
entrepreneur,married,secondary,no,no,no,cellular,7,aug,no_aporto_esta_informacion,no,52,8.106212902619962,1.0986122886681098,0.0,0.0,no
self-employed,married,tertiary,no,no,no,cellular,18,jul,no_aporto_esta_informacion,no,29,8.106514516255185,1.3862943611198906,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,20,nov,failure,yes,41,9.3101857069459,0.6931471805599453,5.25227342804663,0.6931471805599453,no
technician,single,tertiary,no,yes,no,cellular,18,may,no_aporto_esta_informacion,no,30,8.563504094279487,0.6931471805599453,0.0,0.0,no
student,single,secondary,no,no,no,cellular,23,jul,no_aporto_esta_informacion,no,28,7.71289096149013,1.0986122886681098,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,26,10.403838508008098,0.6931471805599453,0.0,0.0,no
management,married,secondary,no,no,no,cellular,27,may,otro_resultado,yes,58,8.147288258706624,0.6931471805599453,5.087596335232384,1.0986122886681098,no
management,single,tertiary,no,yes,no,cellular,14,may,failure,yes,29,8.112527763478637,1.6094379124341005,5.918893854273146,1.3862943611198906,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,17,jun,no_aporto_esta_informacion,no,48,8.158516244806831,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,15,apr,no_aporto_esta_informacion,no,35,8.231908243564177,1.3862943611198906,0.0,0.0,no
services,single,secondary,no,yes,no,cellular,22,jul,no_aporto_esta_informacion,no,26,8.16735198705607,1.0986122886681098,0.0,0.0,no
blue-collar,married,no_aporto_esta_informacion,no,no,no,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,49,8.765770543987257,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,no,no,cellular,3,mar,otro_resultado,yes,34,9.06357899058078,1.9459101490553128,6.148468295917647,1.791759469228055,no
services,married,secondary,no,yes,yes,cellular,18,nov,no_aporto_esta_informacion,no,32,9.011889433252344,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,yes,yes,cellular,18,nov,no_aporto_esta_informacion,no,31,8.106212902619962,1.3862943611198906,0.0,0.0,no
unemployed,married,primary,no,no,no,no_aporto_esta_informacion,6,jun,no_aporto_esta_informacion,no,48,9.079889942592118,1.6094379124341005,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,cellular,20,nov,no_aporto_esta_informacion,no,40,9.218506934642576,1.0986122886681098,0.0,0.0,no
technician,divorced,secondary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,42,8.746557354543503,1.791759469228055,0.0,0.0,no
technician,married,secondary,no,no,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,48,8.227375506834035,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,no,no,cellular,2,feb,failure,yes,38,9.408453253565146,0.6931471805599453,4.330733340286331,0.6931471805599453,no
management,married,tertiary,no,no,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,53,8.149312843635345,0.6931471805599453,0.0,0.0,no
retired,divorced,secondary,no,no,no,cellular,24,jul,no_aporto_esta_informacion,no,59,8.198089248956116,0.6931471805599453,0.0,0.0,no
unemployed,single,secondary,no,no,no,cellular,14,jun,no_aporto_esta_informacion,no,28,8.193953023563742,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,no_aporto_esta_informacion,16,jun,no_aporto_esta_informacion,no,41,8.21716859576607,1.0986122886681098,0.0,0.0,no
management,single,primary,no,no,no,no_aporto_esta_informacion,17,jun,no_aporto_esta_informacion,no,50,8.314097335405807,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,29,jul,no_aporto_esta_informacion,no,31,8.106212902619962,1.791759469228055,0.0,0.0,no
technician,single,secondary,no,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,30,8.76748487464946,1.0986122886681098,0.0,0.0,no
admin.,divorced,secondary,no,yes,no,no_aporto_esta_informacion,16,may,no_aporto_esta_informacion,no,59,8.157370441186774,0.6931471805599453,0.0,0.0,no
technician,divorced,secondary,yes,no,yes,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,33,8.009695357742922,0.6931471805599453,0.0,0.0,no
self-employed,married,secondary,no,no,no,cellular,9,jul,no_aporto_esta_informacion,no,35,8.290292591224315,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,yes,no,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,30,9.156834104453042,2.4849066497880004,0.0,0.0,no
retired,married,secondary,no,no,no,cellular,17,feb,no_aporto_esta_informacion,no,71,8.726643415598444,0.6931471805599453,0.0,0.0,yes
services,single,primary,no,yes,no,cellular,15,may,no_aporto_esta_informacion,no,30,8.129764445794171,0.6931471805599453,0.0,0.0,no
services,married,secondary,yes,yes,no,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,24,8.138856750696325,0.6931471805599453,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,20,nov,no_aporto_esta_informacion,no,34,9.03049574505712,1.9459101490553128,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,telephone,19,nov,failure,yes,34,8.209308411646937,0.6931471805599453,5.209486152841421,1.0986122886681098,no
admin.,married,secondary,no,no,no,cellular,28,jan,otro_resultado,yes,52,8.164510268747042,1.0986122886681098,5.247024072160486,0.6931471805599453,no
self-employed,single,secondary,no,yes,yes,cellular,5,feb,no_aporto_esta_informacion,no,33,8.175547596021026,1.791759469228055,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,17,jun,no_aporto_esta_informacion,no,38,9.036819971135296,1.9459101490553128,0.0,0.0,no
admin.,divorced,secondary,no,yes,no,cellular,28,jan,no_aporto_esta_informacion,no,41,8.390041405755754,0.6931471805599453,0.0,0.0,no
management,divorced,tertiary,no,yes,no,no_aporto_esta_informacion,7,may,no_aporto_esta_informacion,no,42,8.170751423757535,1.0986122886681098,0.0,0.0,no
blue-collar,divorced,secondary,no,no,yes,no_aporto_esta_informacion,18,jun,no_aporto_esta_informacion,no,38,8.343791731996841,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,18,may,no_aporto_esta_informacion,no,48,8.310169021981912,1.9459101490553128,0.0,0.0,no
technician,single,secondary,no,yes,yes,no_aporto_esta_informacion,16,may,no_aporto_esta_informacion,no,34,8.106212902619962,0.6931471805599453,0.0,0.0,no
blue-collar,married,primary,no,yes,no,cellular,14,may,failure,yes,46,8.43511508038063,1.3862943611198906,5.560681631015528,2.8903717578961645,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,29,may,no_aporto_esta_informacion,no,33,8.54849804124465,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,yes,telephone,9,feb,no_aporto_esta_informacion,no,40,8.132706489693264,1.9459101490553128,0.0,0.0,no
admin.,married,secondary,no,no,no,no_aporto_esta_informacion,19,jun,no_aporto_esta_informacion,no,36,8.935245415029874,1.9459101490553128,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,21,aug,no_aporto_esta_informacion,no,32,8.106212902619962,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,28,may,no_aporto_esta_informacion,no,33,6.659293919683638,0.6931471805599453,0.0,0.0,no
technician,married,no_aporto_esta_informacion,no,yes,no,cellular,29,jan,no_aporto_esta_informacion,no,55,8.265907334155747,1.0986122886681098,0.0,0.0,no
management,married,primary,no,yes,no,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,58,8.19836438996762,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,25,8.23827262463303,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,12,jun,no_aporto_esta_informacion,no,47,8.230843564198235,0.6931471805599453,0.0,0.0,no
unemployed,married,secondary,no,yes,no,cellular,19,nov,failure,yes,40,8.106212902619962,0.6931471805599453,5.214935757608986,0.6931471805599453,no
retired,married,secondary,no,yes,no,cellular,25,jul,no_aporto_esta_informacion,no,59,9.10731047165664,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,no,telephone,4,may,otro_resultado,yes,40,9.314249835366695,0.6931471805599453,5.87493073085203,0.6931471805599453,no
management,married,secondary,no,yes,yes,cellular,7,may,failure,yes,30,7.921535632133549,0.6931471805599453,5.123963979403259,1.0986122886681098,no
entrepreneur,single,tertiary,no,yes,yes,cellular,15,may,no_aporto_esta_informacion,no,25,9.912893180610224,1.0986122886681098,0.0,0.0,no
retired,married,primary,no,no,no,telephone,14,jul,no_aporto_esta_informacion,no,58,8.57583938684897,1.6094379124341005,0.0,0.0,no
entrepreneur,married,no_aporto_esta_informacion,no,yes,no,telephone,15,may,otro_resultado,yes,39,8.135346948906706,1.3862943611198906,5.908082938168931,0.6931471805599453,no
self-employed,married,tertiary,no,no,no,cellular,18,nov,no_aporto_esta_informacion,no,40,8.283241441385425,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,no_aporto_esta_informacion,23,may,no_aporto_esta_informacion,no,38,8.253488028345904,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,13,aug,no_aporto_esta_informacion,no,66,7.691656822810547,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,telephone,6,aug,no_aporto_esta_informacion,no,47,8.634264863002075,1.6094379124341005,0.0,0.0,yes
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,2,jun,no_aporto_esta_informacion,no,37,8.359134886757962,2.302585092994046,0.0,0.0,no
management,single,tertiary,no,yes,yes,cellular,7,may,failure,yes,36,7.877017895622398,0.6931471805599453,4.543294782270004,0.6931471805599453,no
blue-collar,married,primary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,50,8.105911197986508,1.0986122886681098,0.0,0.0,no
retired,married,primary,no,no,no,telephone,9,feb,no_aporto_esta_informacion,no,76,8.683554728631462,2.5649493574615367,0.0,0.0,no
management,single,tertiary,no,no,yes,cellular,28,jul,no_aporto_esta_informacion,no,58,8.201385955238608,1.3862943611198906,0.0,0.0,no
admin.,married,secondary,no,yes,no,no_aporto_esta_informacion,5,jun,no_aporto_esta_informacion,no,42,8.925853190420922,1.9459101490553128,0.0,0.0,no
services,divorced,secondary,no,no,no,cellular,13,nov,success,yes,58,8.236685322712457,0.6931471805599453,4.543294782270004,0.6931471805599453,yes
self-employed,single,tertiary,no,yes,no,cellular,21,jul,no_aporto_esta_informacion,no,28,8.106212902619962,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,29,aug,no_aporto_esta_informacion,no,41,8.106212902619962,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,19,aug,no_aporto_esta_informacion,no,30,8.150756470275551,1.6094379124341005,0.0,0.0,no
management,divorced,tertiary,no,yes,no,cellular,10,dec,otro_resultado,yes,32,8.342363500380579,0.6931471805599453,5.225746673713202,1.791759469228055,yes
services,single,secondary,no,no,yes,cellular,7,jul,no_aporto_esta_informacion,no,27,8.183397369998433,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,no,no,cellular,26,aug,no_aporto_esta_informacion,no,48,8.106212902619962,1.791759469228055,0.0,0.0,no
technician,married,tertiary,no,yes,no,no_aporto_esta_informacion,8,may,no_aporto_esta_informacion,no,36,8.244334047856094,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,54,8.10711747075039,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,9,may,no_aporto_esta_informacion,no,36,8.164225652265827,1.0986122886681098,0.0,0.0,no
housemaid,married,secondary,no,no,no,no_aporto_esta_informacion,5,jun,no_aporto_esta_informacion,no,52,9.780076207620894,0.6931471805599453,0.0,0.0,no
technician,divorced,secondary,no,yes,yes,cellular,18,aug,no_aporto_esta_informacion,no,34,8.106212902619962,2.833213344056216,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,25,aug,no_aporto_esta_informacion,no,43,8.146419323098003,2.079441541679836,0.0,0.0,yes
management,single,tertiary,no,no,no,cellular,8,aug,no_aporto_esta_informacion,no,32,8.114623886420098,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,29,aug,no_aporto_esta_informacion,no,33,8.202482446576537,1.6094379124341005,0.0,0.0,no
housemaid,married,no_aporto_esta_informacion,no,no,no,telephone,29,jul,no_aporto_esta_informacion,no,51,8.157370441186774,1.3862943611198906,0.0,0.0,no
unemployed,married,secondary,no,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,39,8.184513753033722,0.6931471805599453,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,9,jul,no_aporto_esta_informacion,no,44,8.416488487294606,1.0986122886681098,0.0,0.0,no
housemaid,divorced,primary,no,yes,no,no_aporto_esta_informacion,13,may,no_aporto_esta_informacion,no,49,8.164225652265827,1.3862943611198906,0.0,0.0,no
technician,married,tertiary,no,yes,no,cellular,12,may,no_aporto_esta_informacion,no,25,8.34972083747249,1.0986122886681098,0.0,0.0,no
self-employed,married,secondary,no,yes,no,cellular,20,nov,failure,yes,39,8.11552088154677,1.0986122886681098,5.204006687076795,1.6094379124341005,no
technician,married,secondary,no,no,no,telephone,14,aug,success,yes,54,8.106212902619962,1.0986122886681098,4.672828834461906,1.9459101490553128,no
management,single,tertiary,no,yes,no,cellular,18,may,failure,yes,32,8.205764725234456,0.6931471805599453,5.579729825986222,1.9459101490553128,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,36,8.336869637284956,2.772588722239781,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,10,jul,no_aporto_esta_informacion,no,54,8.132706489693264,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,yes,cellular,28,jan,otro_resultado,yes,31,8.106212902619962,0.6931471805599453,5.41164605185504,2.302585092994046,no
services,married,secondary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,45,8.106212902619962,2.079441541679836,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,16,apr,no_aporto_esta_informacion,no,31,8.12651816878071,1.0986122886681098,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,14,jul,no_aporto_esta_informacion,no,45,8.060224240440958,1.0986122886681098,0.0,0.0,no
services,divorced,secondary,no,yes,no,cellular,23,oct,failure,yes,33,8.65277248565806,0.6931471805599453,5.087596335232384,0.6931471805599453,yes
management,divorced,tertiary,no,yes,no,cellular,14,may,otro_resultado,yes,46,8.17188200612782,0.6931471805599453,5.846438775057725,0.6931471805599453,no
no_aporto_esta_informacion,single,tertiary,no,no,no,cellular,21,nov,no_aporto_esta_informacion,no,43,8.707152175339404,2.079441541679836,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,4,nov,otro_resultado,yes,50,8.139440521874608,1.791759469228055,4.454347296253507,1.791759469228055,no
management,divorced,tertiary,no,no,no,cellular,22,aug,no_aporto_esta_informacion,no,44,8.106212902619962,1.0986122886681098,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,42,8.844336332748933,2.833213344056216,0.0,0.0,no
blue-collar,single,secondary,no,no,no,cellular,30,jul,no_aporto_esta_informacion,no,26,8.158802490694002,1.3862943611198906,0.0,0.0,no
admin.,single,secondary,no,yes,no,cellular,6,apr,failure,yes,47,8.488587934405903,0.6931471805599453,5.746203190540153,0.6931471805599453,no
blue-collar,married,primary,no,no,no,telephone,18,aug,no_aporto_esta_informacion,no,48,8.164510268747042,1.0986122886681098,0.0,0.0,no
blue-collar,married,no_aporto_esta_informacion,no,yes,no,no_aporto_esta_informacion,12,may,no_aporto_esta_informacion,no,60,8.173575486634153,1.0986122886681098,0.0,0.0,no
admin.,divorced,secondary,no,yes,no,no_aporto_esta_informacion,4,jun,no_aporto_esta_informacion,no,27,8.128880142125638,0.6931471805599453,0.0,0.0,no
unemployed,single,tertiary,no,no,no,cellular,11,feb,no_aporto_esta_informacion,no,30,7.518607216815252,1.3862943611198906,0.0,0.0,yes
admin.,single,secondary,no,yes,no,cellular,31,jul,no_aporto_esta_informacion,no,28,8.161660452056282,1.0986122886681098,0.0,0.0,no
retired,married,primary,no,no,no,telephone,7,jul,no_aporto_esta_informacion,no,58,8.263590432617319,0.6931471805599453,0.0,0.0,yes
entrepreneur,married,tertiary,no,no,no,cellular,1,sep,no_aporto_esta_informacion,no,37,8.195609567288775,0.6931471805599453,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,26,may,no_aporto_esta_informacion,no,36,8.529319371214077,0.6931471805599453,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,18,may,failure,yes,39,8.108021221376747,1.3862943611198906,5.8805329864007,1.6094379124341005,no
unemployed,married,primary,no,no,yes,cellular,29,jan,no_aporto_esta_informacion,no,52,8.07246736935477,0.6931471805599453,0.0,0.0,no
retired,married,secondary,no,yes,yes,no_aporto_esta_informacion,29,may,no_aporto_esta_informacion,no,55,8.710124927322207,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,no,no,cellular,30,mar,no_aporto_esta_informacion,no,30,9.191157552559408,1.3862943611198906,0.0,0.0,no
blue-collar,single,secondary,no,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,36,8.116715624819111,1.3862943611198906,0.0,0.0,no
admin.,married,secondary,no,no,no,cellular,15,may,failure,yes,39,7.887959336599945,1.0986122886681098,5.899897353582492,0.6931471805599453,no
blue-collar,married,primary,no,no,yes,telephone,28,jul,no_aporto_esta_informacion,no,47,8.19063168090354,1.3862943611198906,0.0,0.0,no
housemaid,single,primary,no,yes,no,no_aporto_esta_informacion,15,may,no_aporto_esta_informacion,no,42,9.11482017011877,1.0986122886681098,0.0,0.0,no
management,married,secondary,no,yes,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,42,8.653645314551737,1.6094379124341005,0.0,0.0,no
retired,married,secondary,no,no,no,cellular,29,jul,no_aporto_esta_informacion,no,58,8.116715624819111,2.079441541679836,0.0,0.0,no
retired,married,secondary,no,yes,no,cellular,4,aug,no_aporto_esta_informacion,no,68,10.027120112981404,0.6931471805599453,0.0,0.0,yes
technician,married,secondary,no,no,no,no_aporto_esta_informacion,28,may,no_aporto_esta_informacion,no,43,8.121183242078828,0.6931471805599453,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,no_aporto_esta_informacion,5,may,no_aporto_esta_informacion,no,44,7.878912912297133,0.6931471805599453,0.0,0.0,no
technician,married,tertiary,no,no,no,cellular,5,aug,no_aporto_esta_informacion,no,49,8.859505484519133,1.0986122886681098,0.0,0.0,yes
retired,married,tertiary,no,yes,yes,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,57,8.410720946905721,1.0986122886681098,0.0,0.0,no
self-employed,divorced,tertiary,no,no,no,cellular,24,feb,no_aporto_esta_informacion,no,61,9.202812105555392,1.0986122886681098,0.0,0.0,yes
admin.,single,secondary,no,yes,no,cellular,18,may,no_aporto_esta_informacion,no,36,8.198089248956116,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,yes,cellular,13,may,no_aporto_esta_informacion,no,31,8.48879371689454,0.6931471805599453,0.0,0.0,no
technician,married,tertiary,no,no,no,telephone,5,jun,no_aporto_esta_informacion,no,51,8.440312147080279,1.0986122886681098,0.0,0.0,no
technician,single,tertiary,no,no,no,cellular,21,aug,no_aporto_esta_informacion,no,31,8.226573474977114,1.0986122886681098,0.0,0.0,no
blue-collar,married,primary,no,no,no,cellular,3,feb,no_aporto_esta_informacion,no,56,8.150756470275551,0.6931471805599453,0.0,0.0,no
technician,single,tertiary,no,no,yes,cellular,21,aug,no_aporto_esta_informacion,no,30,7.76004068088038,1.0986122886681098,0.0,0.0,no
services,married,secondary,no,yes,yes,no_aporto_esta_informacion,30,may,no_aporto_esta_informacion,no,38,7.845024417241484,1.0986122886681098,0.0,0.0,no
services,married,secondary,no,yes,no,cellular,31,jul,no_aporto_esta_informacion,no,35,8.159374736775426,1.3862943611198906,0.0,0.0,no
blue-collar,married,no_aporto_esta_informacion,no,yes,no,cellular,17,jul,no_aporto_esta_informacion,no,31,8.069342366811636,1.0986122886681098,0.0,0.0,no
admin.,divorced,secondary,no,yes,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,39,8.374938143835367,1.3862943611198906,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,14,jan,otro_resultado,yes,50,8.129469764784231,1.3862943611198906,5.087596335232384,2.302585092994046,no
technician,married,tertiary,no,no,no,no_aporto_esta_informacion,23,jul,no_aporto_esta_informacion,no,39,8.16735198705607,1.0986122886681098,0.0,0.0,no
admin.,married,secondary,no,no,no,cellular,16,jul,no_aporto_esta_informacion,no,26,8.6628507638386,2.19722457733622,0.0,0.0,no
technician,married,secondary,no,no,no,cellular,19,nov,no_aporto_esta_informacion,no,55,8.106212902619962,0.6931471805599453,0.0,0.0,no
blue-collar,divorced,primary,no,no,yes,cellular,8,jul,no_aporto_esta_informacion,no,43,8.200562797008564,0.6931471805599453,0.0,0.0,no
housemaid,married,tertiary,no,no,no,cellular,26,may,failure,yes,34,8.106212902619962,0.6931471805599453,5.241747015059643,0.6931471805599453,no
self-employed,married,primary,no,yes,yes,no_aporto_esta_informacion,17,jun,no_aporto_esta_informacion,no,51,8.19478163844336,1.0986122886681098,0.0,0.0,no
management,married,tertiary,no,yes,no,cellular,30,jan,otro_resultado,yes,31,8.455104999102815,1.0986122886681098,1.0986122886681098,1.3862943611198906,no
management,married,tertiary,no,no,no,cellular,26,aug,no_aporto_esta_informacion,no,32,8.106212902619962,2.302585092994046,0.0,0.0,no
technician,married,secondary,no,yes,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,53,8.302513718514158,0.6931471805599453,0.0,0.0,no
management,divorced,tertiary,no,no,no,cellular,10,aug,no_aporto_esta_informacion,no,44,8.106212902619962,0.6931471805599453,0.0,0.0,no
entrepreneur,married,tertiary,no,yes,no,no_aporto_esta_informacion,21,may,no_aporto_esta_informacion,no,38,9.212238569259265,1.0986122886681098,0.0,0.0,no
self-employed,married,tertiary,no,yes,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,47,8.969287400118406,0.6931471805599453,0.0,0.0,no
management,married,tertiary,no,yes,no,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,36,8.106212902619962,1.0986122886681098,0.0,0.0,no
management,single,tertiary,no,yes,no,no_aporto_esta_informacion,3,jun,no_aporto_esta_informacion,no,30,8.150179269682326,1.0986122886681098,0.0,0.0,no
blue-collar,married,secondary,no,yes,no,telephone,6,may,failure,yes,46,7.557472901614746,1.3862943611198906,5.87493073085203,1.6094379124341005,no
entrepreneur,married,secondary,no,yes,yes,no_aporto_esta_informacion,27,may,no_aporto_esta_informacion,no,33,8.069968149059841,1.3862943611198906,0.0,0.0,no
blue-collar,married,secondary,no,no,no,cellular,8,sep,success,yes,43,8.607947554684701,0.6931471805599453,4.59511985013459,0.6931471805599453,yes
management,married,tertiary,no,no,no,cellular,13,aug,no_aporto_esta_informacion,no,38,8.819813136232225,1.0986122886681098,0.0,0.0,no
technician,single,secondary,no,no,no,cellular,30,jul,otro_resultado,yes,27,8.332548939252638,0.6931471805599453,4.5217885770490405,0.6931471805599453,no
management,married,no_aporto_esta_informacion,no,no,no,cellular,25,nov,success,yes,38,8.837971491357209,1.0986122886681098,5.214935757608986,0.6931471805599453,yes
unemployed,married,tertiary,no,no,no,no_aporto_esta_informacion,9,jun,no_aporto_esta_informacion,no,41,8.513385953073284,1.3862943611198906,0.0,0.0,no
technician,married,secondary,no,yes,no,cellular,28,jul,no_aporto_esta_informacion,no,29,8.106212902619962,1.9459101490553128,0.0,0.0,no
services,married,secondary,no,yes,no,no_aporto_esta_informacion,20,may,no_aporto_esta_informacion,no,39,8.106212902619962,1.0986122886681098,0.0,0.0,no
blue-collar,single,primary,no,yes,no,cellular,5,feb,success,yes,42,8.505727713306959,0.6931471805599453,5.278114659230517,2.19722457733622,no
services,married,secondary,no,yes,yes,no_aporto_esta_informacion,16,may,no_aporto_esta_informacion,no,47,8.121480374750751,0.6931471805599453,0.0,0.0,no
blue-collar,single,secondary,yes,no,no,no_aporto_esta_informacion,14,may,no_aporto_esta_informacion,no,30,8.232706009860976,1.9459101490553128,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,16,jul,no_aporto_esta_informacion,no,34,8.219056661060598,1.3862943611198906,0.0,0.0,no
housemaid,married,primary,no,no,no,no_aporto_esta_informacion,20,jun,no_aporto_esta_informacion,no,45,9.02509454366498,0.6931471805599453,0.0,0.0,no
admin.,married,secondary,no,yes,no,cellular,21,jul,no_aporto_esta_informacion,no,43,8.784162222270476,1.3862943611198906,0.0,0.0,no
